# Profiling captures (perf or LIKWID) - annotate tool and event set
nodes,ranks,threads_per_rank,tool,event_set,nx,ny,nz,steps,total_time_s,notes,timestamp
# TODO: fill with results from slurm/profile_perf.sbatch or similar runs
