# Weak scaling experiments - replace TODO rows with measured results
nodes,ranks,threads_per_rank,nx,ny,nz,steps,total_time_s,compute_time_s,comm_time_s,updates_per_sec,checksum,timestamp
# TODO: fill with results from slurm/weak_scaling.sbatch runs
